"personne,""discipline"",""nation"",""anneeMin"",""anneeMax"",""nbOr"",""nbArgent"",""nbBronze"",""total"""
"http://dbpedia.org/resource/Silke_Hörner,""Swimming"",""GDR"",1988,1988,2,0,1,3"
"http://dbpedia.org/resource/Imre_Nagy_(pentathlete),""Modern pentathlon"",""HUN"",1960,1960,1,2,0,3"
"http://dbpedia.org/resource/Oh_Kyo-moon,""Archery"",""KOR"",1996,2000,1,1,1,3"
"http://dbpedia.org/resource/Imre_Földi,""Weightlifting"",""HUN"",1964,1972,1,2,0,3"
"http://dbpedia.org/resource/Margaret_Hoelzer,""Swimming"",""USA"",2008,2008,0,2,1,3"
"http://dbpedia.org/resource/Conn_Findlay,""Rowing"",""USA"",1956,1964,2,0,1,3"
"http://dbpedia.org/resource/Jaakko_Tallus,""Nordic combined"",""FIN"",2002,2006,1,1,1,3"
"http://dbpedia.org/resource/Charles_Pahud_de_Mortanges,""Equestrian"",""NED"",1924,1932,2,1,0,3"
"http://dbpedia.org/resource/István_Pelle,""Gymnastics"",""HUN"",1932,1932,1,2,0,3"
"http://dbpedia.org/resource/Ștefan_Rusu,""Wrestling"",""ROU"",1976,1984,1,1,1,3"
"http://dbpedia.org/resource/Jonny_Brownlee,""Triathlon"",""GBR"",2012,2020,1,1,1,3"
"http://dbpedia.org/resource/László_Hammerl,""Shooting"",""HUN"",1964,1968,1,1,1,3"
"http://dbpedia.org/resource/Steve_Backley,""Athletics"",""GBR"",1992,2000,0,2,1,3"
"http://dbpedia.org/resource/Stefan_Nimke,""Cycling"",""GER"",2000,2008,0,1,2,3"
"http://dbpedia.org/resource/Rıza_Kayaalp,""Wrestling"",""TUR"",2012,2020,0,1,2,3"
"http://dbpedia.org/resource/Yang_Yilin,""Gymnastics"",""CHN"",2008,2008,1,0,2,3"
"http://dbpedia.org/resource/Marco_Galiazzo,""Archery"",""ITA"",2004,2012,2,1,0,3"
"http://dbpedia.org/resource/Lee_Sang-hwa,""Speed skating"",""KOR"",2010,2018,2,1,0,3"
"http://dbpedia.org/resource/Paul_Masson_(cyclist),""Cycling"",""FRA"",1896,1896,3,0,0,3"
"http://dbpedia.org/resource/Louis_Chaillot,""Cycling"",""FRA"",1932,1936,1,1,1,3"
"http://dbpedia.org/resource/Maiken_Caspersen_Falla,""Cross-country skiing"",""NOR"",2014,2018,1,1,1,3"
"http://dbpedia.org/resource/Edwin_Moses,""Athletics"",""USA"",1976,1988,2,0,1,3"
"http://dbpedia.org/resource/Barbara_Petzold,""Cross-country skiing"",""GDR"",1976,1980,2,0,1,3"
"http://dbpedia.org/resource/Catriona_Le_May_Doan,""Speed skating"",""CAN"",1998,2002,2,0,1,3"
"http://dbpedia.org/resource/Eduard_Zenovka,""Modern pentathlon"",""EUN"",1992,1996,0,2,1,3"
"http://dbpedia.org/resource/Max_Decugis,""Tennis"",""FRA"",1900,1920,1,1,1,3"
"http://dbpedia.org/resource/Andreas_Widhölzl,""Ski jumping"",""AUT"",1998,2006,1,0,2,3"
"http://dbpedia.org/resource/Katrin_Meissner,""Swimming"",""USA"",1988,1988,2,0,1,3"
"http://dbpedia.org/resource/Albert_Alden_(cyclist),""Cycling"",""GBR"",1920,1924,0,3,0,3"
"http://dbpedia.org/resource/Birger_Wasenius,""Speed skating"",""FIN"",1936,1936,0,2,1,3"
"http://dbpedia.org/resource/Rishod_Sobirov,""Judo"",""NED"",2008,2016,0,0,3,3"
"http://dbpedia.org/resource/Holger_Behrendt,""Gymnastics"",""URS"",1988,1988,1,1,1,3"
"http://dbpedia.org/resource/Shinji_Morisue,""Gymnastics"",""JPN"",1984,1984,1,1,1,3"
"http://dbpedia.org/resource/Fabrice_Jeannet,""Fencing"",""FRA"",2004,2008,2,1,0,3"
"http://dbpedia.org/resource/Dominique_Dawes,""Gymnastics"",""USA"",1992,1996,1,0,2,3"
"http://dbpedia.org/resource/Albert_Séguin,""Gymnastics"",""FRA"",1924,1924,1,2,0,3"
"http://dbpedia.org/resource/Michaela_Dorfmeister,""Alpine skiing"",""AUT"",1998,2006,2,1,0,3"
"http://dbpedia.org/resource/Anita_Wachter,""Alpine skiing"",""AUT"",1988,1992,1,2,0,3"
"http://dbpedia.org/resource/Vinzenz_Geiger,""Nordic combined"",""GER"",2018,2022,2,1,0,3"
"http://dbpedia.org/resource/Li_Jing_(gymnast),""Gymnastics"",""CHN"",1992,1992,0,3,0,3"
"http://dbpedia.org/resource/William_Hogenson,""Athletics"",""USA"",1904,1904,0,1,2,3"
"http://dbpedia.org/resource/Volha_Khudzenka,""Canoe sprint"",""BLR"",2012,2020,0,1,2,3"
"http://dbpedia.org/resource/Carolyn_Waldo,""Synchronized swimming"",""CAN"",1984,1988,2,1,0,3"
"http://dbpedia.org/resource/Quan_Hongchan,""Diving"",""CHN"",2020,2024,3,0,0,3"
"http://dbpedia.org/resource/Nikolay_Bazhukov,""Cross-country skiing"",""URS"",1976,1980,2,0,1,3"
"http://dbpedia.org/resource/Tetyana_Dorovskikh,""Athletics"",""URS"",1988,1992,1,1,1,3"
"http://dbpedia.org/resource/Rica_Reinisch,""Swimming"",""GDR"",1980,1980,3,0,0,3"
"http://dbpedia.org/resource/Ivar_Johansson_(wrestler),""Wrestling"",""SWE"",1932,1936,3,0,0,3"
"http://dbpedia.org/resource/Alain_Bernard,""Swimming"",""FRA"",2008,2008,1,1,1,3"
"http://dbpedia.org/resource/Henry_Taylor_(swimmer),""Swimming"",""GBR"",1908,1920,2,0,1,3"
"http://dbpedia.org/resource/Neil_Brooks,""Swimming"",""AUS"",1980,1984,1,1,1,3"
"http://dbpedia.org/resource/Damir_Martin,""Rowing"",""CRO"",2012,2020,0,2,1,3"
"http://dbpedia.org/resource/Dorothy_Hyman,""Athletics"",""GBR"",1960,1964,0,1,2,3"
"http://dbpedia.org/resource/Ian_Stark,""Equestrian"",""GBR"",1984,1988,0,3,0,3"
"http://dbpedia.org/resource/Hans_van_Helden,""Speed skating"",""NED"",1976,1976,0,0,3,3"
"http://dbpedia.org/resource/Gabi_Zange,""Speed skating"",""GDR"",1984,1988,0,0,3,3"
"http://dbpedia.org/resource/Kelly_Holmes,""Athletics"",""GBR"",2000,2004,2,0,1,3"
"http://dbpedia.org/resource/Lindsey_Vonn,""Alpine skiing"",""USA"",2010,2018,1,0,2,3"
"http://dbpedia.org/resource/Bill_Roycroft,""Equestrian"",""AUS"",1960,1976,1,0,2,3"
"http://dbpedia.org/resource/Roland_Matthes,""Swimming"",""GDR"",1968,1972,2,0,1,3"
"http://dbpedia.org/resource/Thomas_Lange,""Rowing"",""GER"",1988,1996,2,0,1,3"
"http://dbpedia.org/resource/Oh_Sang-uk,""Fencing"",""KOR"",2020,2024,3,0,0,3"
"http://dbpedia.org/resource/Ecaterina_Oancia,""Rowing"",""ROM"",1984,1988,1,1,1,3"
"http://dbpedia.org/resource/Sergey_Kamenskiy,""Shooting"",""RUS"",2016,2020,0,2,1,3"
"http://dbpedia.org/resource/Jochen_Schümann,""Sailing"",""GDR"",1976,2000,2,1,0,3"
"http://dbpedia.org/resource/Diana_Bacosi,""Shooting"",""ITA"",2016,2024,2,1,0,3"
"http://dbpedia.org/resource/Tom_Dean_(swimmer),""Swimming"",""GBR"",2020,2024,3,0,0,3"
"http://dbpedia.org/resource/Arkady_Vorobyov,""Weightlifting"",""URS"",1952,1960,2,0,1,3"
"http://dbpedia.org/resource/Michael_Johnson_(sprinter),""Athletics"",""USA"",1996,2000,3,0,0,3"
"http://dbpedia.org/resource/Arsens_Miskarovs,""Swimming"",""URS"",1980,1980,0,2,1,3"
"http://dbpedia.org/resource/Edit_Kovács_(fencer),""Fencing"",""HUN"",1976,1988,0,0,3,3"
"http://dbpedia.org/resource/Donat_Acklin,""Bobsleigh"",""SUI"",1992,1994,2,1,0,3"
"http://dbpedia.org/resource/César_Cielo,""Swimming"",""BRA"",2008,2012,1,0,2,3"
"http://dbpedia.org/resource/Norbert_Rózsa,""Swimming"",""HUN"",1992,1996,1,2,0,3"
"http://dbpedia.org/resource/Arnd_Peiffer,""Biathlon"",""GER"",2014,2018,1,1,1,3"
"http://dbpedia.org/resource/Tamara_Tikhonova,""Cross-country skiing"",""URS"",1988,1988,2,1,0,3"
"http://dbpedia.org/resource/Denny_Morrison,""Speed skating"",""CAN"",2006,2014,0,2,1,3"
"http://dbpedia.org/resource/Takanori_Kono,""Nordic combined"",""JPN"",1992,1994,2,1,0,3"
"http://dbpedia.org/resource/Sonja_Henie,""Figure skating"",""NOR"",1928,1936,3,0,0,3"
"http://dbpedia.org/resource/Koki_Kano,""Fencing"",""JPN"",2020,2024,2,1,0,3"
"http://dbpedia.org/resource/Derartu_Tulu,""Athletics"",""ETH"",1992,2004,2,0,1,3"
"http://dbpedia.org/resource/Meinhard_Nehmer,""Bobsleigh"",""GDR"",1976,1980,3,0,0,3"
"http://dbpedia.org/resource/Andrea_Cassarà,""Men's team foil"",""ITA"",2004,2012,2,0,1,3"
"http://dbpedia.org/resource/Rumyana_Neykova,""Rowing"",""BUL"",2000,2008,1,1,1,3"
"http://dbpedia.org/resource/Du_Li,""Shooting"",""CHN"",2004,2016,1,1,1,3"
"http://dbpedia.org/resource/Maggie_Mac_Neil,""Swimming"",""CAN"",2020,2020,1,1,1,3"
"http://dbpedia.org/resource/Dalilah_Muhammad,""Athletics"",""USA"",2016,2020,2,1,0,3"
"http://dbpedia.org/resource/Andrea_Fuentes,""Synchronized swimming"",""ESP"",2008,2012,0,3,0,3"
"http://dbpedia.org/resource/Maria_Walliser,""Alpine skiing"",""SUI"",1984,1988,0,1,2,3"
"http://dbpedia.org/resource/Annegret_Richter,""Athletics"",""FRG"",1972,1976,2,1,0,3"
"http://dbpedia.org/resource/Denis_Pankratov,""Swimming"",""RUS"",1996,1996,2,1,0,3"
"http://dbpedia.org/resource/Rajmond_Debevec,""Shooting"",""SLO"",2000,2012,1,0,2,3"
"http://dbpedia.org/resource/Joseph_Fargis,""Equestrian"",""USA"",1984,1988,2,1,0,3"
"http://dbpedia.org/resource/Ryan_Crouser,""Athletics"",""USA"",2016,2024,3,0,0,3"
"http://dbpedia.org/resource/María_Espinoza,""Taekwondo"",""MEX"",2008,2016,1,1,1,3"
"http://dbpedia.org/resource/Heikki_Hasu,""Cross-country skiing"",""FIN"",1948,1952,2,1,0,3"
"http://dbpedia.org/resource/Lyudmila_Titova,""Speed skating"",""URS"",1968,1972,1,1,1,3"
"http://dbpedia.org/resource/Mayra_Aguiar,""Judo"",""BRA"",2012,2020,0,0,3,3"
"http://dbpedia.org/resource/Elena_Leușteanu,""Gymnastics"",""ROU"",1956,1960,0,0,3,3"
"http://dbpedia.org/resource/Masahiko_Harada,""Ski jumping"",""JPN"",1994,1998,1,1,1,3"
"http://dbpedia.org/resource/Max_Parrot,""Snowboarding"",""CAN"",2018,2022,1,1,1,3"
"http://dbpedia.org/resource/Isabelle_Weidemann,""Speed skating"",""CAN"",2022,2022,1,1,1,3"
"http://dbpedia.org/resource/Khetag_Gazyumov,""Wrestling"",""AZE"",2008,2016,0,1,2,3"
"http://dbpedia.org/resource/Květa_Jeriová,""Cross-country skiing"",""TCH"",1980,1984,0,1,2,3"
"http://dbpedia.org/resource/Fredrik_Lööf,""Sailing"",""SWE"",2000,2012,1,0,2,3"
"http://dbpedia.org/resource/Giuseppe_Abbagnale,""Rowing"",""ITA"",1984,1992,2,1,0,3"
"http://dbpedia.org/resource/Don_Quarrie,""Athletics"",""JAM"",1976,1980,1,1,1,3"
"http://dbpedia.org/resource/Chris_Brown_(sprinter),""Athletics"",""BAH"",2008,2016,1,1,1,3"
"http://dbpedia.org/resource/Tracy_Caulkins,""Swimming"",""USA"",1984,1984,3,0,0,3"
"http://dbpedia.org/resource/Tori_Bowie,""Athletics"",""USA"",2016,2016,1,1,1,3"
"http://dbpedia.org/resource/Zhang_Boheng,""Gymnastics"",""CHN"",2024,2024,0,2,1,3"
"http://dbpedia.org/resource/Raelene_Boyle,""Athletics"",""AUS"",1968,1972,0,3,0,3"
"http://dbpedia.org/resource/Siegfried_Brietzke,""Rowing"",""GDR"",1972,1980,3,0,0,3"
"http://dbpedia.org/resource/Anne_Briand,""Biathlon"",""FRA"",1992,1994,1,1,1,3"
"http://dbpedia.org/resource/Heinz_Pollay,""Equestrian"",""GER"",1936,1952,2,0,1,3"
"http://dbpedia.org/resource/Guzel_Manyurova,""Wrestling"",""KAZ"",2004,2016,0,2,1,3"
"http://dbpedia.org/resource/Fabian_Hambüchen,""Gymnastics"",""GER"",2008,2016,1,1,1,3"
"http://dbpedia.org/resource/Ihor_Korobchynskyi,""Gymnastics"",""EUN"",1992,1996,1,0,2,3"
"http://dbpedia.org/resource/Tian_Liang,""Diving"",""CHN"",2000,2004,2,0,1,3"
"http://dbpedia.org/resource/Nino_Salukvadze,""Shooting"",""URS"",1988,2008,1,1,1,3"
"http://dbpedia.org/resource/David_Wise_(freestyle_skier),""Freestyle skiing"",""USA"",2014,2022,2,1,0,3"
"http://dbpedia.org/resource/Matt_Richards_(swimmer),""Swimming"",""GBR"",2020,2024,2,1,0,3"
"http://dbpedia.org/resource/Angelina_Melnikova,""Gymnastics"",""RUS"",2016,2020,0,1,2,3"
"http://dbpedia.org/resource/Aki_Karvonen,""Cross-country skiing"",""FIN"",1984,1984,0,1,2,3"
"http://dbpedia.org/resource/Mark_Stockwell,""Swimming"",""AUS"",1984,1984,0,2,1,3"
"http://dbpedia.org/resource/Olga_Rypakova,""Athletics"",""KAZ"",2008,2016,1,1,1,3"
"http://dbpedia.org/resource/Niels_Fredborg,""Cycling"",""DEN"",1968,1976,1,1,1,3"
"http://dbpedia.org/resource/Tommaso_Lequio_di_Assaba,""Equestrian"",""ITA"",1920,1924,1,1,1,3"
"http://dbpedia.org/resource/Betty_Robinson,""Athletics"",""USA"",1928,1936,2,1,0,3"
"http://dbpedia.org/resource/Anky_van_Grunsven,""Equestrian"",""NED"",1992,2012,1,1,1,3"
"http://dbpedia.org/resource/Olga_Brusnikina,""Synchronized swimming"",""RUS"",2000,2004,3,0,0,3"
"http://dbpedia.org/resource/Laura_Kraut,""Equestrian"",""USA"",2008,2024,1,2,0,3"
"http://dbpedia.org/resource/Claudia_Poll,""Swimming"",""CRC"",1996,2000,1,0,2,3"
"http://dbpedia.org/resource/Mariel_Zagunis,""Fencing"",""USA"",2008,2016,1,0,2,3"
"http://dbpedia.org/resource/Silke_Kraushaar-Pielach,""Luge"",""GER"",1998,2006,1,1,1,3"
"http://dbpedia.org/resource/Ollie_Schriver,""Shooting"",""USA"",1920,1920,3,0,0,3"
"http://dbpedia.org/resource/Nina_Fyodorova,""Cross-country skiing"",""URS"",1976,1980,1,1,1,3"
"http://dbpedia.org/resource/Hippolyt_Kempf,""Nordic combined"",""SUI"",1988,1994,1,1,1,3"
"http://dbpedia.org/resource/Satomi_Suzuki,""Swimming"",""JPN"",2012,2012,0,1,2,3"
"http://dbpedia.org/resource/Hadi_Saei,""Taekwondo"",""IRI"",2000,2008,2,0,1,3"
"http://dbpedia.org/resource/Robert_Charpentier,""Cycling"",""FRA"",1936,1936,3,0,0,3"
"http://dbpedia.org/resource/Gong_Lijiao,""Athletics"",""CHN"",2008,2020,1,1,1,3"
"http://dbpedia.org/resource/Xu_Xin_(table_tennis),""Table tennis"",""CHN"",2016,2020,2,1,0,3"
"http://dbpedia.org/resource/Zac_Stubblety-Cook,""Swimming"",""AUS"",2020,2024,1,1,1,3"
"http://dbpedia.org/resource/Nicole_Hosp,""Alpine skiing"",""AUT"",2006,2014,0,2,1,3"
"http://dbpedia.org/resource/Oh_Jin-hyek,""Archery"",""KOR"",2012,2020,2,0,1,3"
"http://dbpedia.org/resource/Buvaisar_Saitiev,""Wrestling"",""RUS"",1996,2008,3,0,0,3"
"http://dbpedia.org/resource/Birger_Ruud,""Ski jumping"",""NOR"",1932,1948,2,1,0,3"
"http://dbpedia.org/resource/Aileen_Riggin,""Diving"",""USA"",1920,1924,1,1,1,3"
"http://dbpedia.org/resource/Raema_Lisa_Rumbewas,""Weightlifting"",""INA"",2000,2008,0,2,1,3"
"http://dbpedia.org/resource/Curtis_Myden,""Swimming"",""CAN"",1996,2000,0,0,3,3"
"http://dbpedia.org/resource/Misty_May-Treanor,""Beach volleyball"",""USA"",2004,2012,3,0,0,3"
"http://dbpedia.org/resource/Jānis_Lūsis,""Athletics"",""URS"",1964,1972,1,1,1,3"
"http://dbpedia.org/resource/Jackson_Scholz,""Athletics"",""USA"",1920,1924,2,1,0,3"
"http://dbpedia.org/resource/Chris_Jacobs_(swimmer),""Swimming"",""USA"",1988,1988,2,1,0,3"
"http://dbpedia.org/resource/Liv_Grete_Skjelbreid,""Biathlon"",""NOR"",1998,2002,0,2,1,3"
"http://dbpedia.org/resource/Gyula_Zsivótzky,""Athletics"",""HUN"",1960,1968,1,2,0,3"
"http://dbpedia.org/resource/Bob_Maas,""Sailing"",""NED"",1932,1948,0,1,2,3"
"http://dbpedia.org/resource/Patrik_Sjöberg,""Athletics"",""SWE"",1984,1992,0,2,1,3"
"http://dbpedia.org/resource/Žan_Košir,""Snowboarding"",""SLO"",2014,2018,0,1,2,3"
"http://dbpedia.org/resource/Anthony_Edwards_(rower),""Rowing"",""AUS"",1996,2004,0,2,1,3"
"http://dbpedia.org/resource/William_Thompson_(archer),""Archery"",""USA"",1904,1904,1,0,2,3"
"http://dbpedia.org/resource/Gustav_Thöni,""Alpine skiing"",""ITA"",1972,1976,1,2,0,3"
"http://dbpedia.org/resource/Anna_Veith,""Alpine skiing"",""AUT"",2014,2018,1,2,0,3"
"http://dbpedia.org/resource/Ester_Ledecká,""Alpine skiing"",""CZE"",2018,2022,3,0,0,3"
"http://dbpedia.org/resource/Géza_Imre,""Fencing"",""HUN"",1996,2016,0,1,2,3"
"http://dbpedia.org/resource/Pat_McDonald_(shot_putter),""Athletics"",""USA"",1912,1920,2,1,0,3"
"http://dbpedia.org/resource/He_Zi,""Diving"",""CHN"",2012,2016,1,2,0,3"
"http://dbpedia.org/resource/Inger_Aufles,""Cross-country skiing"",""NOR"",1968,1972,1,0,2,3"
"http://dbpedia.org/resource/Karim_Laghouag,""Equestrian"",""FRA"",2016,2024,1,1,1,3"
"http://dbpedia.org/resource/Elia_Viviani,""Cycling"",""ITA"",2016,2024,1,1,1,3"
"http://dbpedia.org/resource/Simone_Consonni,""Cycling"",""ITA"",2020,2024,1,1,1,3"
"http://dbpedia.org/resource/Beatrix_Loughran,""Figure skating"",""USA"",1924,1932,0,2,1,3"
"http://dbpedia.org/resource/Steven_Burke,""Cycling"",""GBR"",2008,2016,2,0,1,3"
"http://dbpedia.org/resource/Uwe-Jens_Mey,""Speed skating"",""GDR"",1988,1992,2,1,0,3"
"http://dbpedia.org/resource/Oskars_Melbārdis,""Bobsleigh"",""LAT"",2014,2018,1,0,2,3"
"http://dbpedia.org/resource/Nadezhda_Chizhova,""Athletics"",""URS"",1968,1976,1,1,1,3"
"http://dbpedia.org/resource/Mikaël_Kingsbury,""Freestyle skiing"",""CAN"",2014,2022,1,2,0,3"
"http://dbpedia.org/resource/Hwang_Dae-heon,""Short-track speed skating"",""KOR"",2018,2022,1,2,0,3"
"http://dbpedia.org/resource/Vasilij_Žbogar,""Sailing"",""SLO"",2004,2016,0,2,1,3"
"http://dbpedia.org/resource/Maryna_Litvinchuk,""Canoe sprint"",""BLR"",2012,2020,0,1,2,3"
"http://dbpedia.org/resource/Hamish_Bond,""Rowing"",""NZL"",2012,2020,3,0,0,3"
"http://dbpedia.org/resource/Maurice_Greene_(sprinter),""Athletics"",""USA"",2000,2004,1,1,1,3"
"http://dbpedia.org/resource/Louis_Zutter,""Gymnastics"",""SUI"",1896,1896,1,2,0,3"
"http://dbpedia.org/resource/Ferenc_Török,""Modern pentathlon"",""HUN"",1964,1968,3,0,0,3"
"http://dbpedia.org/resource/Hassan_Yazdani,""Wrestling"",""IRI"",2016,2024,1,2,0,3"
"http://dbpedia.org/resource/Barney_Ewell,""Athletics"",""USA"",1948,1948,1,2,0,3"
"http://dbpedia.org/resource/Michele_Frangilli,""Archery"",""ITA"",1996,2012,1,1,1,3"
"http://dbpedia.org/resource/Olga_Homeghi,""Rowing"",""ROM"",1980,1988,1,1,1,3"
"http://dbpedia.org/resource/Tatyana_Kazankina,""Athletics"",""URS"",1976,1980,3,0,0,3"
"http://dbpedia.org/resource/Evelyn_Ashford,""Athletics"",""USA"",1984,1988,2,1,0,3"
"http://dbpedia.org/resource/Barbora_Špotáková,""Athletics"",""CZE"",2008,2016,2,0,1,3"
"http://dbpedia.org/resource/Olga_Medvedtseva,""Biathlon"",""RUS"",2002,2010,2,0,1,3"
"http://dbpedia.org/resource/Olga_Danilova,""Cross-country skiing"",""RUS"",1998,1998,2,1,0,3"
"http://dbpedia.org/resource/Heide_Rosendahl,""Athletics"",""FRG"",1972,1972,2,1,0,3"
"http://dbpedia.org/resource/Lee_Ho-suk,""Short-track speed skating"",""KOR"",2006,2010,0,3,0,3"
"http://dbpedia.org/resource/Viktor_Axelsen,""Badminton"",""DEN"",2016,2024,2,0,1,3"
"http://dbpedia.org/resource/Yvonne_van_Gennip,""Speed skating"",""NED"",1988,1988,3,0,0,3"
"http://dbpedia.org/resource/Yevgeny_Sadovyi,""Swimming"",""EUN"",1992,1992,3,0,0,3"
"http://dbpedia.org/resource/Richard_Schmidt_(rower),""Rowing"",""GER"",2012,2020,1,2,0,3"
"http://dbpedia.org/resource/Hugues_Duboscq,""Swimming"",""FRA"",2004,2008,0,0,3,3"
"http://dbpedia.org/resource/Paul_Van_Asbroeck,""Shooting"",""BEL"",1900,1908,1,1,1,3"
"http://dbpedia.org/resource/Matt_McGrath,""Athletics"",""USA"",1908,1924,1,2,0,3"
"http://dbpedia.org/resource/Vincent_Defrasne,""Biathlon"",""FRA"",2002,2006,1,0,2,3"
"http://dbpedia.org/resource/Martha_Norelius,""Swimming"",""USA"",1924,1928,3,0,0,3"
"http://dbpedia.org/resource/Gervasio_Deferr,""Gymnastics"",""ESP"",2000,2008,2,1,0,3"
"http://dbpedia.org/resource/Hamit_Kaplan,""Wrestling"",""TUR"",1956,1964,1,1,1,3"
"http://dbpedia.org/resource/Eliza_Pollock,""Archery"",""USA"",1904,1904,1,0,2,3"
"http://dbpedia.org/resource/Sammy_Lee_(diver),""Diving"",""USA"",1948,1952,2,0,1,3"
"http://dbpedia.org/resource/Andreas_Hajek,""Rowing"",""GER"",1992,2000,2,0,1,3"
"http://dbpedia.org/resource/Heikki_Liimatainen_(athlete),""Athletics"",""FIN"",1920,1924,2,0,1,3"
"http://dbpedia.org/resource/Vincent_Richards,""Tennis"",""USA"",1924,1924,2,1,0,3"
"http://dbpedia.org/resource/Kim_Jung-hwan_(fencer),""Fencing"",""KOR"",2012,2020,1,0,2,3"
"http://dbpedia.org/resource/Matthew_Richardson_(cyclist),""Cycling"",""AUS"",2024,2024,0,2,1,3"
"http://dbpedia.org/resource/Matt_Welsh,""Swimming"",""AUS"",2000,2000,0,2,1,3"
"http://dbpedia.org/resource/Carlos_Espínola_(sailor),""Sailing"",""ARG"",1996,2004,0,2,1,3"
"http://dbpedia.org/resource/Masami_Kubota,""Gymnastics"",""JPN"",1956,1956,0,2,1,3"
"http://dbpedia.org/resource/Alessandro_Miressi,""Swimming"",""ITA"",2020,2024,0,1,2,3"
"http://dbpedia.org/resource/Kazuyoshi_Funaki,""Ski jumping"",""JPN"",1998,1998,2,1,0,3"
"http://dbpedia.org/resource/Oreste_Puliti,""Fencing"",""ITA"",1920,1928,2,1,0,3"
"http://dbpedia.org/resource/Gustaf_Adolf_Jonsson,""Shooting"",""SWE"",1908,1920,1,1,1,3"
"http://dbpedia.org/resource/Ettore_Caffaratti,""Equestrian"",""ITA"",1920,1920,0,1,2,3"
"http://dbpedia.org/resource/Irina_Lashko,""Diving"",""EUN"",1992,2004,0,2,1,3"
"http://dbpedia.org/resource/Silken_Laumann,""Rowing"",""CAN"",1984,1996,0,1,2,3"
"http://dbpedia.org/resource/Sandra_Völker,""Swimming"",""GER"",1996,1996,0,1,2,3"
"http://dbpedia.org/resource/Anaïs_Chevalier-Bouchet,""Biathlon"",""FRA"",2018,2022,0,2,1,3"
"http://dbpedia.org/resource/Eric_Lemming,""Athletics"",""SWE"",1908,1912,3,0,0,3"
"http://dbpedia.org/resource/Jens_Fiedler_(cyclist),""Cycling"",""GER"",1992,2000,2,0,1,3"
"http://dbpedia.org/resource/Lindsey_Jacobellis,""Snowboarding"",""USA"",2006,2022,2,1,0,3"
"http://dbpedia.org/resource/Marco_Marin,""Fencing"",""ITA"",1984,1992,1,2,0,3"
"http://dbpedia.org/resource/Odd_Martinsen,""Cross-country skiing"",""NOR"",1968,1976,1,2,0,3"
"http://dbpedia.org/resource/Dumitru_Răducanu,""Rowing"",""ROM"",1984,1992,1,1,1,3"
"http://dbpedia.org/resource/James_Magnussen,""Swimming"",""AUS"",2012,2016,0,1,2,3"
"http://dbpedia.org/resource/Miruts_Yifter,""Athletics"",""ETH"",1972,1980,2,0,1,3"
"http://dbpedia.org/resource/Jochem_Uytdehaage,""Speed skating"",""NED"",2002,2002,2,1,0,3"
"http://dbpedia.org/resource/Arnold_Vanderlyde,""Boxing"",""ITA"",1984,1992,0,0,3,3"
"http://dbpedia.org/resource/Robert_Pražák,""Gymnastics"",""TCH"",1924,1924,0,3,0,3"
"http://dbpedia.org/resource/Jean_Gounot,""Gymnastics"",""FRA"",1920,1924,0,2,1,3"
"http://dbpedia.org/resource/Onni_Pellinen,""Wrestling"",""FIN"",1924,1932,0,1,2,3"
"http://dbpedia.org/resource/Albert_Hill_(athlete),""Athletics"",""GBR"",1920,1920,2,1,0,3"
"http://dbpedia.org/resource/Zhao_Yunlei,""Badminton"",""CHN"",2012,2016,2,0,1,3"
"http://dbpedia.org/resource/Bud_Houser,""Athletics"",""USA"",1924,1928,3,0,0,3"
"http://dbpedia.org/resource/Louis_Van_Beeck,""Archery"",""BEL"",1920,1920,2,1,0,3"
"http://dbpedia.org/resource/Denise_Herrmann-Wick,""Biathlon"",""GER"",2014,2022,1,0,2,3"
"http://dbpedia.org/resource/Ivan_Kizimov,""Equestrian"",""URS"",1964,1968,1,1,1,3"
"http://dbpedia.org/resource/Lim_Si-hyeon,""Archery"",""KOR"",2024,2024,3,0,0,3"
"http://dbpedia.org/resource/Mária_Zalai-Kövi,""Gymnastics"",""HUN"",1948,1952,0,2,1,3"
"http://dbpedia.org/resource/Magnar_Solberg,""Biathlon"",""NOR"",1968,1972,2,1,0,3"
"http://dbpedia.org/resource/Micheline_Ostermeyer,""Athletics"",""FRA"",1948,1948,2,0,1,3"
"http://dbpedia.org/resource/Lia_Manoliu,""Athletics"",""ROU"",1960,1968,1,0,2,3"
"http://dbpedia.org/resource/Sergei_Filatov,""Equestrian"",""URS"",1960,1964,1,0,2,3"
"http://dbpedia.org/resource/Adrianus_de_Jong,""Fencing"",""NED"",1920,1924,0,0,3,3"
"http://dbpedia.org/resource/Caryn_Davies,""Rowing"",""USA"",2004,2012,2,1,0,3"
"http://dbpedia.org/resource/Nafissatou_Thiam,""Athletics"",""BEL"",2016,2024,3,0,0,3"
"http://dbpedia.org/resource/Mariana_Pajón,""Cycling"",""COL"",2012,2020,2,1,0,3"
"http://dbpedia.org/resource/Christian_d'Oriola,""Fencing"",""FRA"",1948,1956,2,1,0,3"
"http://dbpedia.org/resource/Fritz_Ligges,""Equestrian"",""FRG"",1964,1984,1,0,2,3"
"http://dbpedia.org/resource/Berit_Mørdre,""Cross-country skiing"",""NOR"",1968,1972,1,1,1,3"
"http://dbpedia.org/resource/Iain_Percy,""Sailing"",""GBR"",2000,2012,2,1,0,3"
