"personne,""discipline"",""nation"",""anneeMin"",""anneeMax"",""nbOr"",""nbArgent"",""nbBronze"",""total"""
"http://dbpedia.org/resource/Sazhid_Sazhidov,""Wrestling"",""RUS"",2004,2004,0,0,1,1"
"http://dbpedia.org/resource/Li_Kongzheng,""Diving"",""CHN"",1984,1984,0,0,1,1"
"http://dbpedia.org/resource/Herman_Groman,""Athletics"",""USA"",1904,1904,0,0,1,1"
"http://dbpedia.org/resource/De_Cottignon,""Sailing"",""FRA"",1900,1900,0,0,1,1"
"http://dbpedia.org/resource/David_López-Zubero,""Swimming"",""ESP"",1980,1980,0,0,1,1"
"http://dbpedia.org/resource/Hermann_Stork,""Diving"",""GER"",1936,1936,0,0,1,1"
"http://dbpedia.org/resource/Herman_Frazier,""Athletics"",""USA"",1976,1976,0,0,1,1"
"http://dbpedia.org/resource/José_Aguilar_(boxer),""Boxing"",""CUB"",1980,1980,0,0,1,1"
"http://dbpedia.org/resource/Ryan_Sommer,""Bobsleigh"",""CAN"",2022,2022,0,0,1,1"
"http://dbpedia.org/resource/Raoul_Gueguen,""Modern pentathlon"",""FRA"",1968,1968,0,0,1,1"
"http://dbpedia.org/resource/Carlos_Coloma_Nicolás,""Cycling"",""ESP"",2016,2016,0,0,1,1"
"http://dbpedia.org/resource/Stefano_Baldini,""Athletics"",""ITA"",2004,2004,1,0,0,1"
"http://dbpedia.org/resource/Giuseppe_Olmo,""Cycling"",""ITA"",1932,1932,1,0,0,1"
"http://dbpedia.org/resource/Bakhtiyar_Akhmedov,""Wrestling"",""RUS"",2008,2008,1,0,0,1"
"http://dbpedia.org/resource/Mads_Andersen_(rower),""Rowing"",""DEN"",2008,2008,1,0,0,1"
"http://dbpedia.org/resource/Tia_Hellebaut,""Athletics"",""BEL"",2008,2008,1,0,0,1"
"http://dbpedia.org/resource/Jean-Luc_Crétier,""Alpine skiing"",""FRA"",1998,1998,1,0,0,1"
"http://dbpedia.org/resource/Andreas_Schönbächler,""Freestyle skiing"",""SUI"",1994,1994,1,0,0,1"
"http://dbpedia.org/resource/Queenie_Newall,""Archery"",""GBR"",1908,1908,1,0,0,1"
"http://dbpedia.org/resource/Yang_Jung-mo,""Wrestling"",""KOR"",1976,1976,1,0,0,1"
"http://dbpedia.org/resource/Keiji_Suzuki,""Judo"",""JPN"",2004,2004,1,0,0,1"
"http://dbpedia.org/resource/Kenneth_Braaten,""Nordic combined"",""NOR"",1998,1998,1,0,0,1"
"http://dbpedia.org/resource/Fabio_Dal_Zotto,""Fencing"",""ITA"",1976,1976,1,0,0,1"
"http://dbpedia.org/resource/Nouria_Mérah-Benida,""Athletics"",""ALG"",2000,2000,1,0,0,1"
"http://dbpedia.org/resource/Earl_Thomson,""Athletics"",""CAN"",1920,1920,1,0,0,1"
"http://dbpedia.org/resource/Helen_Meany,""Diving"",""USA"",1928,1928,1,0,0,1"
"http://dbpedia.org/resource/Michael_Dürsch,""Rowing"",""FRG"",1984,1984,1,0,0,1"
"http://dbpedia.org/resource/Nino_Bibbia,""Skeleton"",""ITA"",1948,1948,1,0,0,1"
"http://dbpedia.org/resource/Helga_Seidler,""Athletics"",""GDR"",1972,1972,1,0,0,1"
"http://dbpedia.org/resource/Nadiya_Tkachenko,""Athletics"",""URS"",1980,1980,1,0,0,1"
"http://dbpedia.org/resource/Munyoro_Nyamau,""Athletics"",""KEN"",1972,1972,1,0,0,1"
"http://dbpedia.org/resource/Stelios_Mygiakis,""Wrestling"",""GRE"",1980,1980,1,0,0,1"
"http://dbpedia.org/resource/Albert_Young_(boxer),""Boxing"",""USA"",1904,1904,1,0,0,1"
"http://dbpedia.org/resource/Peter_Kohnke,""Shooting"",""EUA"",1960,1960,1,0,0,1"
"http://dbpedia.org/resource/Tsutomu_Hanahara,""Wrestling"",""JPN"",1964,1964,1,0,0,1"
"http://dbpedia.org/resource/Dwight_Phillips,""Athletics"",""USA"",2004,2004,1,0,0,1"
"http://dbpedia.org/resource/Sun_Tiantian,""Tennis"",""CHN"",2004,2004,1,0,0,1"
"http://dbpedia.org/resource/Henry_Bailey_(sport_shooter),""Shooting"",""USA"",1924,1924,1,0,0,1"
"http://dbpedia.org/resource/Fredrik_Lindström_(biathlete),""Biathlon"",""SWE"",2018,2018,1,0,0,1"
"http://dbpedia.org/resource/Amy_Williams,""Skeleton"",""GBR"",2010,2010,1,0,0,1"
"http://dbpedia.org/resource/Adriana_Adam,""Rowing"",""ROU"",2024,2024,1,0,0,1"
"http://dbpedia.org/resource/Tranquilo_Cappozzo,""Rowing"",""ARG"",1952,1952,1,0,0,1"
"http://dbpedia.org/resource/Ernesto_Formenti,""Boxing"",""ITA"",1948,1948,1,0,0,1"
"http://dbpedia.org/resource/Michael_Norman_(sprinter),""Athletics"",""USA"",2020,2020,1,0,0,1"
"http://dbpedia.org/resource/Ismail_Ahmed_Ismail,""Athletics"",""SUD"",2008,2008,0,1,0,1"
"http://dbpedia.org/resource/Manfred_Deckert,""Ski jumping"",""JPN"",1980,1980,0,1,0,1"
"http://dbpedia.org/resource/He_Bingjiao,""Badminton"",""CHN"",2024,2024,0,1,0,1"
"http://dbpedia.org/resource/Peter_Waterfield,""Diving"",""GBR"",2004,2004,0,1,0,1"
"http://dbpedia.org/resource/Rodion_Luka,""Sailing"",""UKR"",2004,2004,0,1,0,1"
"http://dbpedia.org/resource/Vitaly_Makarov,""Judo"",""RUS"",2004,2004,0,1,0,1"
"http://dbpedia.org/resource/Marie-Florence_Candassamy,""Women's épée"",""FRA"",2024,2024,0,1,0,1"
"http://dbpedia.org/resource/Sharon_Hambrook,""Synchronized swimming"",""CAN"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Ella_Ramsay,""Swimming"",""AUS"",2024,2024,0,1,0,1"
"http://dbpedia.org/resource/Laura_Tarantola,""Rowing"",""FRA"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Magdolna_Nyári-Kovács,""Fencing"",""HUN"",1960,1960,0,1,0,1"
"http://dbpedia.org/resource/Yevhen_Buslovych,""Wrestling"",""UKR"",2000,2000,0,1,0,1"
"http://dbpedia.org/resource/Vladimir_Goryaev,""Athletics"",""URS"",1960,1960,0,1,0,1"
"http://dbpedia.org/resource/Frank_Cuhel,""Athletics"",""USA"",1928,1928,0,1,0,1"
"http://dbpedia.org/resource/Felix_Pipes,""Tennis"",""AUT"",1912,1912,0,1,0,1"
"http://dbpedia.org/resource/Sergio_Casal,""Tennis"",""ESP"",1988,1988,0,1,0,1"
"http://dbpedia.org/resource/Tricia_Smith,""Rowing"",""CAN"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Thomas_Florschütz,""Bobsleigh"",""GER"",2010,2010,0,1,0,1"
"http://dbpedia.org/resource/Mario_Streit,""Rowing"",""GDR"",1988,1988,0,1,0,1"
"http://dbpedia.org/resource/Mable_Fergerson,""Athletics"",""USA"",1972,1972,0,1,0,1"
"http://dbpedia.org/resource/Keiichiro_Nagashima,""Speed skating"",""JPN"",2010,2010,0,1,0,1"
"http://dbpedia.org/resource/Inge_Janssen,""Rowing"",""NED"",2016,2016,0,1,0,1"
"http://dbpedia.org/resource/Jacques_Lunis,""Athletics"",""FRA"",1948,1948,0,1,0,1"
"http://dbpedia.org/resource/Ralph_Mann,""Athletics"",""USA"",1972,1972,0,1,0,1"
"http://dbpedia.org/resource/Magomed_Ibragimov_(wrestler,_born_1983),""Wrestling"",""UZB"",2004,2004,0,1,0,1"
"http://dbpedia.org/resource/Martin_Klein_(wrestler),""Wrestling"",""RU1"",1912,1912,0,1,0,1"
"http://dbpedia.org/resource/Chris_Hooijkaas,""Sailing"",""FRA"",1900,1900,0,1,0,1"
"http://dbpedia.org/resource/Sam_Graddy,""Athletics"",""USA"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Courtney_Frerichs,""Athletics"",""USA"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Alphonse_Kirchhoffer,""Fencing"",""FRA"",1900,1900,0,1,0,1"
"http://dbpedia.org/resource/Krali_Bimbalov,""Wrestling"",""BUL"",1960,1960,0,1,0,1"
"http://dbpedia.org/resource/Yelena_Dendeberova,""Swimming"",""URS"",1988,1988,0,1,0,1"
"http://dbpedia.org/resource/Jessica_Parratto,""Diving"",""USA"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Lee_James_(weightlifter),""Weightlifting"",""USA"",1976,1976,0,1,0,1"
"http://dbpedia.org/resource/Yukimasa_Nakamura,""Judo"",""JPN"",1996,1996,0,1,0,1"
"http://dbpedia.org/resource/Takeru_Kitazono,""Gymnastics"",""JPN"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Vasile_Groapă,""Weightlifting"",""ROU"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Jochen_Meißner,""Rowing"",""FRG"",1968,1968,0,1,0,1"
"http://dbpedia.org/resource/Hwang_Jung-oh,""Judo"",""KOR"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Miroslava_Skleničková,""Gymnastics"",""TCH"",1968,1968,0,1,0,1"
"http://dbpedia.org/resource/Norman_Hallows,""Athletics"",""GBR"",1908,1908,0,0,1,1"
"http://dbpedia.org/resource/Marko_Spittka,""Judo"",""GER"",1996,1996,0,0,1,1"
"http://dbpedia.org/resource/Vyacheslav_Oliynyk,""Wrestling"",""UKR"",1996,1996,1,0,0,1"
"http://dbpedia.org/resource/Mukharby_Kirzhinov,""Weightlifting"",""URS"",1972,1972,1,0,0,1"
"http://dbpedia.org/resource/Momir_Petković,""Wrestling"",""YUG"",1976,1976,1,0,0,1"
"http://dbpedia.org/resource/Lucy_Stephan,""Rowing"",""AUS"",2020,2020,1,0,0,1"
"http://dbpedia.org/resource/Asadkhuja_Muydinkhujaev,""Boxing"",""UZB"",2024,2024,1,0,0,1"
"http://dbpedia.org/resource/John_Cuneo_(sailor),""Sailing"",""AUS"",1972,1972,1,0,0,1"
"http://dbpedia.org/resource/Aleksey_Shumakov,""Wrestling"",""URS"",1976,1976,1,0,0,1"
"http://dbpedia.org/resource/Nataliya_Dobrynska,""Athletics"",""UKR"",2008,2008,1,0,0,1"
"http://dbpedia.org/resource/Satu_Mäkelä-Nummela,""Shooting"",""FIN"",2008,2008,1,0,0,1"
"http://dbpedia.org/resource/Maxie_Long,""Athletics"",""USA"",1900,1900,1,0,0,1"
"http://dbpedia.org/resource/Harvey_Glance,""Athletics"",""USA"",1976,1976,1,0,0,1"
"http://dbpedia.org/resource/Naoko_Takahashi,""Athletics"",""JPN"",2000,2000,1,0,0,1"
"http://dbpedia.org/resource/Karl_Warner,""Athletics"",""USA"",1932,1932,1,0,0,1"
"http://dbpedia.org/resource/Sophie_Hosking,""Rowing"",""GBR"",2012,2012,1,0,0,1"
"http://dbpedia.org/resource/Hermann_Barrelet,""Rowing"",""FRA"",1900,1900,1,0,0,1"
"http://dbpedia.org/resource/Antal_Kocsis,""Boxing"",""HUN"",1928,1928,1,0,0,1"
"http://dbpedia.org/resource/Louis_Bastien_(cyclist),""Cycling"",""FRA"",1900,1900,1,0,0,1"
"http://dbpedia.org/resource/Fausto_Desalu,""Athletics"",""ITA"",2020,2020,1,0,0,1"
"http://dbpedia.org/resource/Lynna_Irby,""Athletics"",""USA"",2020,2020,1,0,0,1"
"http://dbpedia.org/resource/Edvin_Mattiasson,""Wrestling"",""SWE"",1912,1912,0,0,1,1"
"http://dbpedia.org/resource/Anthony_Ogogo,""Boxing"",""GBR"",2012,2012,0,0,1,1"
"http://dbpedia.org/resource/Maximillian_Giuliani,""Swimming"",""AUS"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Jeremiah_Azu,""Athletics"",""GBR"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Iga_Świątek,""Tennis"",""POL"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Milaimys_Marín,""Wrestling"",""COL"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Hillary_Janssens,""Rowing"",""CAN"",2020,2020,0,0,1,1"
"http://dbpedia.org/resource/William_Parks_(sailor),""Sailing"",""USA"",1960,1960,0,0,1,1"
"http://dbpedia.org/resource/Michael_Blackburn_(sailor),""Sailing"",""AUS"",2000,2000,0,0,1,1"
"http://dbpedia.org/resource/Louis_Charles_Breguet,""Sailing"",""FRA"",1924,1924,0,0,1,1"
"http://dbpedia.org/resource/Christian_Noël,""Fencing"",""FRA"",1972,1972,0,0,1,1"
"http://dbpedia.org/resource/Ivan_Kolev_(wrestler),""Wrestling"",""BUL"",1976,1976,0,0,1,1"
"http://dbpedia.org/resource/Manuel_Martínez_(athlete),""Athletics"",""ESP"",2004,2004,0,0,1,1"
"http://dbpedia.org/resource/Günther_Csar,""Nordic combined"",""AUT"",1988,1988,0,0,1,1"
"http://dbpedia.org/resource/Kriss_Akabusi,""Athletics"",""GBR"",1992,1992,0,0,1,1"
"http://dbpedia.org/resource/Bruce_Tasker,""Bobsleigh"",""GBR"",2014,2014,0,0,1,1"
"http://dbpedia.org/resource/Pavel_Benc,""Cross-country skiing"",""TCH"",1988,1988,0,0,1,1"
"http://dbpedia.org/resource/Ferréol_Cannard,""Biathlon"",""FRA"",2006,2006,0,0,1,1"
"http://dbpedia.org/resource/Ronald_Merriott,""Diving"",""USA"",1984,1984,0,0,1,1"
"http://dbpedia.org/resource/Émile_Torchebœuf,""Athletics"",""FRA"",1900,1900,0,0,1,1"
"http://dbpedia.org/resource/Doug_Herland,""Rowing"",""USA"",1984,1984,0,0,1,1"
"http://dbpedia.org/resource/Robert_Meeuwsen,""Beach volleyball"",""NED"",2016,2016,0,0,1,1"
"http://dbpedia.org/resource/John_Caldwell_(boxer),""Boxing"",""IRL"",1956,1956,0,0,1,1"
"http://dbpedia.org/resource/Werner_Ekman,""Shooting"",""FIN"",1924,1924,0,0,1,1"
"http://dbpedia.org/resource/Ilkka_Koski,""Boxing"",""RSA"",1952,1952,0,0,1,1"
"http://dbpedia.org/resource/Sanne_van_Dijke,""Judo"",""NED"",2020,2020,0,0,1,1"
"http://dbpedia.org/resource/Auguste_Donny,""Sailing"",""FRA"",1900,1900,0,0,1,1"
"http://dbpedia.org/resource/Niu_Jianfeng,""Table tennis"",""CHN"",2004,2004,0,0,1,1"
"http://dbpedia.org/resource/Boris_Vasilyev_(cyclist),""Cycling"",""URS"",1960,1960,0,0,1,1"
"http://dbpedia.org/resource/Edwin_Soi,""Athletics"",""KEN"",2008,2008,0,0,1,1"
"http://dbpedia.org/resource/Erika_Hess,""Alpine skiing"",""SUI"",1980,1980,0,0,1,1"
"http://dbpedia.org/resource/Michelle_Pearson,""Swimming"",""AUS"",1984,1984,0,0,1,1"
"http://dbpedia.org/resource/Bruno_Habārovs,""Fencing"",""URS"",1960,1960,0,0,1,1"
"http://dbpedia.org/resource/Oktawia_Nowacka,""Modern pentathlon"",""POL"",2016,2016,0,0,1,1"
"http://dbpedia.org/resource/Cathleen_Rund,""Swimming"",""GER"",1996,1996,0,0,1,1"
"http://dbpedia.org/resource/Percy_Peter,""Swimming"",""GBR"",1920,1920,0,0,1,1"
"http://dbpedia.org/resource/Nodar_Khokhashvili,""Wrestling"",""URS"",1964,1964,0,0,1,1"
"http://dbpedia.org/resource/Christine_Cicot,""Judo"",""FRA"",1996,1996,0,0,1,1"
"http://dbpedia.org/resource/Lewis_Irving,""Freestyle skiing"",""CAN"",2022,2022,0,0,1,1"
"http://dbpedia.org/resource/Artem_Harutyunyan_(boxer),""Boxing"",""GER"",2016,2016,0,0,1,1"
"http://dbpedia.org/resource/Ali_Akbar_Heidari,""Wrestling"",""IRI"",1964,1964,0,0,1,1"
"http://dbpedia.org/resource/Becky_Wilde,""Rowing"",""GBR"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Henryk_Petrich,""Boxing"",""POL"",1988,1988,0,0,1,1"
"http://dbpedia.org/resource/Kikkan_Randall,""Cross-country skiing"",""USA"",2018,2018,1,0,0,1"
"http://dbpedia.org/resource/Andreas_Zülow,""Boxing"",""GDR"",1988,1988,1,0,0,1"
"http://dbpedia.org/resource/William_Stevenson_(athlete),""Athletics"",""USA"",1924,1924,1,0,0,1"
"http://dbpedia.org/resource/Keto_Losaberidze,""Archery"",""URS"",1980,1980,1,0,0,1"
"http://dbpedia.org/resource/Evgeny_Tishchenko,""Boxing"",""RUS"",2016,2016,1,0,0,1"
"http://dbpedia.org/resource/Ture_Persson,""Athletics"",""SWE"",1912,1912,0,1,0,1"
"http://dbpedia.org/resource/Aleksander_Tšutšelov,""Sailing"",""URS"",1960,1960,0,1,0,1"
"http://dbpedia.org/resource/Francesco_D'Aniello,""Shooting"",""ITA"",2008,2008,0,1,0,1"
"http://dbpedia.org/resource/Marc_Perrodon,""Fencing"",""FRA"",1920,1920,0,1,0,1"
"http://dbpedia.org/resource/Nariman_Kurbanov,""Gymnastics"",""KAZ"",2024,2024,0,1,0,1"
"http://dbpedia.org/resource/Tatyana_Tomashova,""Athletics"",""RUS"",2004,2004,0,1,0,1"
"http://dbpedia.org/resource/Olaf_Roggensack,""Rowing"",""GER"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Kamen_Goranov,""Wrestling"",""BUL"",1976,1976,0,1,0,1"
"http://dbpedia.org/resource/James_Donahue_(athlete),""Athletics"",""USA"",1912,1912,0,1,0,1"
"http://dbpedia.org/resource/Leo_Peelen,""Cycling"",""NED"",1988,1988,0,1,0,1"
"http://dbpedia.org/resource/Denys_Berinchyk,""Boxing"",""UKR"",2012,2012,0,1,0,1"
"http://dbpedia.org/resource/Peter_Schlütter,""Sailing"",""DEN"",1928,1928,0,1,0,1"
"http://dbpedia.org/resource/Andrea_Sestini_Hlaváčková,""Tennis"",""CZE"",2012,2012,0,1,0,1"
"http://dbpedia.org/resource/John_Joe_Nevin,""Boxing"",""IRL"",2012,2012,0,1,0,1"
"http://dbpedia.org/resource/Aivars_Lazdenieks,""Rowing"",""URS"",1976,1976,0,1,0,1"
"http://dbpedia.org/resource/Aurora_Pleșca,""Rowing"",""ROU"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Rolf_Andreassen,""Rowing"",""NOR"",1976,1976,0,1,0,1"
"http://dbpedia.org/resource/Horatio_Fitch,""Athletics"",""USA"",1924,1924,0,1,0,1"
"http://dbpedia.org/resource/Nadiya_Rozhon,""Rowing"",""URS"",1976,1976,0,1,0,1"
"http://dbpedia.org/resource/Jane_Tregunno,""Rowing"",""CAN"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Noël_Bas,""Gymnastics"",""FRA"",1900,1900,0,1,0,1"
"http://dbpedia.org/resource/Salvatore_Antibo,""Athletics"",""ITA"",1988,1988,0,1,0,1"
"http://dbpedia.org/resource/Zhang_Lin_(swimmer),""Swimming"",""CHN"",2008,2008,0,1,0,1"
"http://dbpedia.org/resource/Arthur_Hermann,""Gymnastics"",""FRA"",1924,1924,0,1,0,1"
"http://dbpedia.org/resource/Ingemar_Johansson_(racewalker),""Athletics"",""SWE"",1948,1948,0,1,0,1"
"http://dbpedia.org/resource/Tor_Nilsson,""Wrestling"",""SWE"",1948,1948,0,1,0,1"
"http://dbpedia.org/resource/Solveig_Pedersen,""Cross-country skiing"",""NOR"",1992,1992,0,1,0,1"
"http://dbpedia.org/resource/Romeo_Bertini,""Athletics"",""ITA"",1924,1924,0,1,0,1"
"http://dbpedia.org/resource/Lorraine_Crapp,""Swimming"",""AUS"",1956,1956,0,1,0,1"
"http://dbpedia.org/resource/Eunice_Kirwa,""Athletics"",""BRN"",2016,2016,0,1,0,1"
"http://dbpedia.org/resource/Egon_Svensson,""Wrestling"",""SWE"",1936,1936,0,1,0,1"
"http://dbpedia.org/resource/Yulia_Zykova,""Shooting"",""ROC"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Dimitrios_Thanopoulos,""Wrestling"",""GRE"",1984,1984,0,1,0,1"
"http://dbpedia.org/resource/Heinrich_Fischer,""Rowing"",""SUI"",1972,1972,0,1,0,1"
"http://dbpedia.org/resource/Manfred_Klieme,""Cycling"",""EUA"",1960,1960,0,1,0,1"
"http://dbpedia.org/resource/Masayuki_Matsubara,""Wrestling"",""JPN"",1960,1960,0,1,0,1"
"http://dbpedia.org/resource/Ion_Tripșa,""Shooting"",""ROU"",1964,1964,0,1,0,1"
"http://dbpedia.org/resource/Tang_Chih-chun,""Archery"",""TPE"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Jay_Litherland,""Swimming"",""USA"",2020,2020,0,1,0,1"
"http://dbpedia.org/resource/Alex_Fiva,""Freestyle skiing"",""SUI"",2022,2022,0,1,0,1"
"http://dbpedia.org/resource/Vladimir_Petrov_(rowing),""Rowing"",""URS"",1956,1956,0,0,1,1"
"http://dbpedia.org/resource/Casper_von_Folsach,""Cycling"",""DEN"",2016,2016,0,0,1,1"
"http://dbpedia.org/resource/Seri_Ozaki,""Fencing"",""JPN"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Martin_Hollstein,""Canoeing"",""GER"",2012,2012,0,0,1,1"
"http://dbpedia.org/resource/Efstathios_Chorafas,""Swimming"",""GRE"",1896,1896,0,0,1,1"
"http://dbpedia.org/resource/Martin_Jakš,""Cross-country skiing"",""CZE"",2010,2010,0,0,1,1"
"http://dbpedia.org/resource/Abdullah_Yıldırmış,""Archery"",""TUR"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Carl_Sandblom,""Sailing"",""SWE"",1928,1928,0,0,1,1"
"http://dbpedia.org/resource/Rajindra_Campbell,""Athletics"",""JAM"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Tanja_Hüberli,""Beach volleyball"",""SUI"",2024,2024,0,0,1,1"
"http://dbpedia.org/resource/Rodney_Smith_(wrestler),""Wrestling"",""USA"",1992,1992,0,0,1,1"
"http://dbpedia.org/resource/Anastasiya_Prokopenko,""Modern pentathlon"",""BLR"",2008,2008,0,0,1,1"
"http://dbpedia.org/resource/Gösta_Holmér,""Athletics"",""SWE"",1912,1912,0,0,1,1"
"http://dbpedia.org/resource/Filippo_Soffici,""Rowing"",""ITA"",1992,1992,0,0,1,1"
"http://dbpedia.org/resource/Gwladys_Épangue,""Taekwondo"",""CRO"",2008,2008,0,0,1,1"
"http://dbpedia.org/resource/Harry_B._Liversedge,""Athletics"",""USA"",1920,1920,0,0,1,1"
"http://dbpedia.org/resource/Khalid_Boulami,""Athletics"",""MAR"",1996,1996,0,0,1,1"
"http://dbpedia.org/resource/Lise_Legrand,""Wrestling"",""FRA"",2004,2004,0,0,1,1"
"http://dbpedia.org/resource/Birgitte_Hanel,""Rowing"",""DEN"",1984,1984,0,0,1,1"
"http://dbpedia.org/resource/Paul_Genevay,""Athletics"",""FRA"",1964,1964,0,0,1,1"
"http://dbpedia.org/resource/Antti_Kasvio,""Swimming"",""FIN"",1992,1992,0,0,1,1"
"http://dbpedia.org/resource/Soner_Demirtaş,""Wrestling"",""TUR"",2016,2016,0,0,1,1"
"http://dbpedia.org/resource/Charles_Kouyos,""Wrestling"",""FRA"",1948,1948,0,0,1,1"
"http://dbpedia.org/resource/Ödön_Bodor,""Athletics"",""HUN"",1908,1908,0,0,1,1"
"http://dbpedia.org/resource/Tariku_Bekele,""Athletics"",""ETH"",2012,2012,0,0,1,1"
"http://dbpedia.org/resource/John_Landsteiner,""Curling"",""USA"",2018,2018,1,0,0,1"
"http://dbpedia.org/resource/Ulrich_Robeiri,""Fencing"",""FRA"",2008,2008,1,0,0,1"
"http://dbpedia.org/resource/Shota_Khabareli,""Judo"",""URS"",1980,1980,1,0,0,1"
"http://dbpedia.org/resource/Hartwig_Steenken,""Equestrian"",""FRG"",1972,1972,1,0,0,1"
"http://dbpedia.org/resource/Joshua_Millner,""Shooting"",""GBR"",1908,1908,1,0,0,1"
"http://dbpedia.org/resource/Filip_Ericsson,""Sailing"",""SWE"",1912,1912,1,0,0,1"
"http://dbpedia.org/resource/Harry_Rosenswärd,""Sailing"",""SWE"",1912,1912,1,0,0,1"
"http://dbpedia.org/resource/Gustave_Sandras,""Gymnastics"",""FRA"",1900,1900,1,0,0,1"
"http://dbpedia.org/resource/Roger_Ilegems,""Cycling"",""BEL"",1984,1984,1,0,0,1"
"http://dbpedia.org/resource/Netti_Witziers-Timmer,""Athletics"",""NED"",1948,1948,1,0,0,1"
"http://dbpedia.org/resource/Bill_Roberts_(athlete),""Athletics"",""GBR"",1936,1936,1,0,0,1"
"http://dbpedia.org/resource/Charles_Anderson_(equestrian),""Equestrian"",""USA"",1948,1948,1,0,0,1"
"http://dbpedia.org/resource/Igor_Cassina,""Gymnastics"",""ITA"",2004,2004,1,0,0,1"
"http://dbpedia.org/resource/Viktor_Asmaev,""Equestrian"",""URS"",1980,1980,1,0,0,1"
"http://dbpedia.org/resource/Paul_Ereng,""Athletics"",""KEN"",1988,1988,1,0,0,1"
"http://dbpedia.org/resource/Benjamin_Bradshaw,""Wrestling"",""USA"",1904,1904,1,0,0,1"
"http://dbpedia.org/resource/Hermann_Schreiber_(pilot),""Aeronautics"",""SUI"",1936,1936,1,0,0,1"
"http://dbpedia.org/resource/Silvia_Fröhlich,""Rowing"",""GDR"",1980,1980,1,0,0,1"
"http://dbpedia.org/resource/Launi_Meili,""Shooting"",""USA"",1992,1992,1,0,0,1"
"http://dbpedia.org/resource/Maksim_Khramtsov_(taekwondo),""Taekwondo"",""ROC"",2020,2020,1,0,0,1"
"http://dbpedia.org/resource/John_Shaw_(sailor),""Sailing"",""AUS"",1972,1972,1,0,0,1"
"http://dbpedia.org/resource/Thea_LaFond,""Athletics"",""DMA"",2024,2024,1,0,0,1"
"http://dbpedia.org/resource/Ban_Hyo-jin,""Shooting"",""KOR"",2024,2024,1,0,0,1"
"http://dbpedia.org/resource/Giulia_Rizzi,""Fencing"",""ITA"",2024,2024,1,0,0,1"
"http://dbpedia.org/resource/Juho_Aarne_Pekkalainen,""Sailing"",""FIN"",1912,1912,0,1,0,1"
"http://dbpedia.org/resource/Gustaf_Adolf_Boltenstern,""Equestrian"",""SWE"",1912,1912,0,1,0,1"
"http://dbpedia.org/resource/Kim_Kum_Yong,""Table tennis"",""PRK"",2024,2024,0,1,0,1"
"http://dbpedia.org/resource/Hubert_Neuper,""Ski jumping"",""AUT"",1980,1980,0,1,0,1"
"http://dbpedia.org/resource/Choi_Eun-sook,""Fencing"",""KOR"",2012,2012,0,1,0,1"
"http://dbpedia.org/resource/Yevgeny_Korotyshkin,""Swimming"",""RSA"",2012,2012,0,1,0,1"
"http://dbpedia.org/resource/Jean-François_Di_Martino,""Fencing"",""FRA"",2000,2000,0,1,0,1"
"http://dbpedia.org/resource/Liu_Xia_(judoka),""Judo"",""CHN"",2004,2004,0,1,0,1"
"http://dbpedia.org/resource/Greg_Joy,""Athletics"",""CAN"",1976,1976,0,1,0,1"
"http://dbpedia.org/resource/Antonina_Lazareva,""Athletics"",""URS"",1968,1968,0,1,0,1"
"http://dbpedia.org/resource/Ma_Jin,""Badminton"",""CHN"",2012,2012,0,1,0,1"
"http://dbpedia.org/resource/Martin_Rettl,""Skeleton"",""AUT"",2002,2002,0,1,0,1"
"http://dbpedia.org/resource/Thelma_Hopkins_(athlete),""Athletics"",""GBR"",1956,1956,0,1,0,1"
"http://dbpedia.org/resource/Wendy_Houvenaghel,""Cycling"",""GBR"",2008,2008,0,1,0,1"
"http://dbpedia.org/resource/Thomas_Byberg,""Speed skating"",""USA"",1948,1948,0,1,0,1"
"http://dbpedia.org/resource/Tosha_Tsang,""Rowing"",""CAN"",1996,1996,0,1,0,1"
"http://dbpedia.org/resource/Karine_Sergerie,""Taekwondo"",""CAN"",2008,2008,0,1,0,1"
"http://dbpedia.org/resource/Adrian_Metcalfe,""Athletics"",""GBR"",1964,1964,0,1,0,1"
